CUSTOMER_ID;x_customer_id;y_customer_id;mean_amount;std_amount;mean_nb_tx_per_day;available_terminals
0;54.88135039273247;71.51893663724195;62.262520726806166;31.131260363403083;2.1795327319875875;[0, 5, 29, 44]
1;42.36547993389047;64.58941130666561;46.57078506995579;23.285392534977895;3.567092003128319;[0, 4, 5, 8, 11, 46]
2;96.36627605010293;38.34415188257777;80.21387861785314;40.10693930892657;2.115579679011618;[16, 23, 38]
3;56.80445610939323;92.5596638292661;11.74842552879926;5.87421276439963;0.34851719880616283;[18, 43]
4;2.021839744032572;83.2619845547938;78.9248913402358;39.4624456701179;3.4800485929872766;[19, 36]
5;97.8618342232764;79.91585642167236;48.84053941402853;24.420269707014263;3.122116705145822;[12, 20]
6;11.827442586893323;63.99210213275238;18.618562303859406;9.309281151929703;3.7786756681983356;[7, 19, 25, 32, 49]
7;52.184832175007166;41.46619399905236;30.132783149939563;15.066391574969781;3.0969347577368667;[]
8;45.615033221654855;56.84339488686485;6.785031041453738;3.392515520726869;2.4705419883035082;[4, 5, 8, 46]
9;61.20957227224214;61.69339968747569;94.6560674588893;47.32803372944465;2.7272811964139336;[29, 33, 44]
10;35.9507900573786;43.703195379934144;71.27496361309016;35.63748180654508;0.24090188651707933;[4, 8]
11;66.67667154456677;67.06378696181594;24.986343302014884;12.493171651007442;0.5157051906194132;[29, 39, 44]
12;31.542835092418386;36.37107709426226;59.168693189698566;29.584346594849283;1.7544060538492814;[3, 26]
13;98.83738380592261;10.204481074802807;24.843291829009296;12.421645914504648;0.645238071539985;[35]
14;65.31083254653984;25.329160253978213;49.2995234213491;24.64976171067455;0.977702368006411;[17, 28, 41]
15;15.896958364551972;11.037514116430513;67.35131099920098;33.67565549960049;0.5527318053944552;[2, 9, 13, 24]
16;19.65823616800535;36.872517066096414;82.99435683555383;41.497178417776915;0.3884051031722451;[3, 15, 22, 26, 30]
17;83.7944907498804;9.609840789396307;97.7636491762726;48.8818245881363;1.8746048065908063;[35]
18;97.67610881903371;60.4845519745046;75.23004004283865;37.615020021419326;0.1567511690172827;[16, 20, 34, 40, 48]
19;28.280696257640958;12.01965612131689;33.13331876460377;16.566659382301886;0.4749108758169762;[2, 24, 37]
